2022-03-25 12:04:24,325:DEBUG:File selezionato per il parsing: 74181.003.matrix
2022-03-25 12:04:24,326:DEBUG:Parsing completato: 66 elementi del dominio e 2 insiemi
2022-03-25 12:04:24,327:INFO:	Queue size: 1
2022-03-25 12:04:24,327:INFO:	delta: | 0 | representative vector: 0 0
2022-03-25 12:04:24,327:INFO:	delta_max: 0
2022-03-25 12:04:24,327:INFO:	delta components: [0], 6631104482865660642
2022-03-25 12:04:24,396:INFO:		e: 63 representative vector: 0 0
2022-03-25 12:04:24,396:INFO:		T: | 24 - 63 | representative vector: 0 24
2022-03-25 12:04:24,396:INFO:		result: KO
2022-03-25 12:04:24,396:INFO:		- e: 64 in range(25, 66) -
2022-03-25 12:04:24,396:INFO:		e: 64 representative vector: 0 0
2022-03-25 12:04:24,396:INFO:		T: | 24 - 64 | representative vector: 0 24
2022-03-25 12:04:24,396:INFO:		result: KO
2022-03-25 12:04:24,396:INFO:		- e: 65 in range(25, 66) -
2022-03-25 12:04:24,396:INFO:		e: 65 representative vector: 0 65
2022-03-25 12:04:24,396:INFO:		T: | 24 - 65 | representative vector: 0 -67
2022-03-25 12:04:24,396:INFO:		result: KO
2022-03-25 12:04:24,396:INFO:		- e: 66 in range(25, 66) -
2022-03-25 12:04:24,397:INFO:		e: 66 representative vector: 66 66
2022-03-25 12:04:24,397:INFO:		T: | 24 - 66 | representative vector: 66 -67
2022-03-25 12:04:24,397:INFO:		result: KO
2022-03-25 12:04:24,397:INFO:	Queue size: 3
2022-03-25 12:04:24,397:INFO:	delta: | 23 | representative vector: 0 23
2022-03-25 12:04:24,397:INFO:	delta_max: 23
2022-03-25 12:04:24,397:INFO:	delta components: [23], -8766753292948112026
2022-03-25 12:04:24,397:INFO:		- e: 24 in range(24, 66) -
2022-03-25 12:04:24,397:INFO:		e: 24 representative vector: 0 24
2022-03-25 12:04:24,397:INFO:		T: | 23 - 24 | representative vector: 0 -67
2022-03-25 12:04:24,397:INFO:		result: KO
2022-03-25 12:04:24,397:INFO:		- e: 25 in range(24, 66) -
2022-03-25 12:04:24,397:INFO:		e: 25 representative vector: 0 0
2022-03-25 12:04:24,397:INFO:		T: | 23 - 25 | representative vector: 0 23
2022-03-25 12:04:24,397:INFO:		result: KO
2022-03-25 12:04:24,398:INFO:		- e: 26 in range(24, 66) -
2022-03-25 12:04:24,398:INFO:		e: 26 representative vector: 0 0
2022-03-25 12:04:24,398:INFO:		T: | 23 - 26 | representative vector: 0 23
2022-03-25 12:04:24,398:INFO:		result: KO
2022-03-25 12:04:24,398:INFO:		- e: 27 in range(24, 66) -
2022-03-25 12:04:24,398:INFO:		e: 27 representative vector: 0 0
2022-03-25 12:04:24,398:INFO:		T: | 23 - 27 | representative vector: 0 23
2022-03-25 12:04:24,398:INFO:		result: KO
2022-03-25 12:04:24,398:INFO:		- e: 28 in range(24, 66) -
2022-03-25 12:04:24,398:INFO:		e: 28 representative vector: 0 0
2022-03-25 12:04:24,398:INFO:		T: | 23 - 28 | representative vector: 0 23
2022-03-25 12:04:24,398:INFO:		result: KO
2022-03-25 12:04:24,398:INFO:		- e: 29 in range(24, 66) -
2022-03-25 12:04:24,398:INFO:		e: 29 representative vector: 0 0
2022-03-25 12:04:24,399:INFO:		T: | 23 - 29 | representative vector: 0 23
2022-03-25 12:04:24,399:INFO:		result: KO
2022-03-25 12:04:24,399:INFO:		- e: 30 in range(24, 66) -
2022-03-25 12:04:24,399:INFO:		e: 30 representative vector: 0 0
2022-03-25 12:04:24,399:INFO:		T: | 23 - 30 | representative vector: 0 23
2022-03-25 12:04:24,399:INFO:		result: KO
2022-03-25 12:04:24,399:INFO:		- e: 31 in range(24, 66) -
2022-03-25 12:04:24,399:INFO:		e: 31 representative vector: 0 0
2022-03-25 12:04:24,400:INFO:		T: | 23 - 31 | representative vector: 0 23
2022-03-25 12:04:24,400:INFO:		result: KO
2022-03-25 12:04:24,400:INFO:		- e: 32 in range(24, 66) -
2022-03-25 12:04:24,400:INFO:		e: 32 representative vector: 0 0
2022-03-25 12:04:24,400:INFO:		T: | 23 - 32 | representative vector: 0 23
2022-03-25 12:04:24,400:INFO:		result: KO
2022-03-25 12:04:24,400:INFO:		- e: 33 in range(24, 66) -
2022-03-25 12:04:24,400:INFO:		e: 33 representative vector: 0 33
2022-03-25 12:04:24,400:INFO:		T: | 23 - 33 | representative vector: 0 -67
2022-03-25 12:04:24,401:INFO:		result: KO
2022-03-25 12:04:24,401:INFO:		- e: 34 in range(24, 66) -
2022-03-25 12:04:24,401:INFO:		e: 34 representative vector: 0 34
2022-03-25 12:04:24,401:INFO:		T: | 23 - 34 | representative vector: 0 -67
2022-03-25 12:04:24,401:INFO:		result: KO
2022-03-25 12:04:24,401:INFO:		- e: 35 in range(24, 66) -
2022-03-25 12:04:24,401:INFO:		e: 35 representative vector: 0 0
2022-03-25 12:04:24,401:INFO:		T: | 23 - 35 | representative vector: 0 23
2022-03-25 12:04:24,401:INFO:		result: KO
2022-03-25 12:04:24,401:INFO:		- e: 36 in range(24, 66) -
2022-03-25 12:04:24,401:INFO:		e: 36 representative vector: 0 0
2022-03-25 12:04:24,401:INFO:		T: | 23 - 36 | representative vector: 0 23
2022-03-25 12:04:24,401:INFO:		result: KO
2022-03-25 12:04:24,402:INFO:		- e: 37 in range(24, 66) -
2022-03-25 12:04:24,402:INFO:		e: 37 representative vector: 0 0
2022-03-25 12:04:24,402:INFO:		T: | 23 - 37 | representative vector: 0 23
2022-03-25 12:04:24,402:INFO:		result: KO
2022-03-25 12:04:24,402:INFO:		- e: 38 in range(24, 66) -
2022-03-25 12:04:24,402:INFO:		e: 38 representative vector: 0 0
2022-03-25 12:04:24,402:INFO:		T: | 23 - 38 | representative vector: 0 23
2022-03-25 12:04:24,402:INFO:		result: KO
2022-03-25 12:04:24,402:INFO:		- e: 39 in range(24, 66) -
2022-03-25 12:04:24,402:INFO:		e: 39 representative vector: 0 0
2022-03-25 12:04:24,402:INFO:		T: | 23 - 39 | representative vector: 0 23
2022-03-25 12:04:24,402:INFO:		result: KO
2022-03-25 12:04:24,403:INFO:		- e: 40 in range(24, 66) -
2022-03-25 12:04:24,403:INFO:		e: 40 representative vector: 0 0
2022-03-25 12:04:24,403:INFO:		T: | 23 - 40 | representative vector: 0 23
2022-03-25 12:04:24,403:INFO:		result: KO
2022-03-25 12:04:24,403:INFO:		- e: 41 in range(24, 66) -
2022-03-25 12:04:24,403:INFO:		e: 41 representative vector: 0 0
2022-03-25 12:04:24,403:INFO:		T: | 23 - 41 | representative vector: 0 23
2022-03-25 12:04:24,403:INFO:		result: KO
2022-03-25 12:04:24,403:INFO:		- e: 42 in range(24, 66) -
2022-03-25 12:04:24,403:INFO:		e: 42 representative vector: 0 0
2022-03-25 12:04:24,403:INFO:		T: | 23 - 42 | representative vector: 0 23
2022-03-25 12:04:24,404:INFO:		result: KO
2022-03-25 12:04:24,404:INFO:		- e: 43 in range(24, 66) -
2022-03-25 12:04:24,404:INFO:		e: 43 representative vector: 0 0
2022-03-25 12:04:24,404:INFO:		T: | 23 - 43 | representative vector: 0 23
2022-03-25 12:04:24,404:INFO:		result: KO
2022-03-25 12:04:24,404:INFO:		- e: 44 in range(24, 66) -
2022-03-25 12:04:24,404:INFO:		e: 44 representative vector: 0 0
2022-03-25 12:04:24,404:INFO:		T: | 23 - 44 | representative vector: 0 23
2022-03-25 12:04:24,405:INFO:		result: KO
2022-03-25 12:04:24,405:INFO:		- e: 45 in range(24, 66) -
2022-03-25 12:04:24,405:INFO:		e: 45 representative vector: 0 0
2022-03-25 12:04:24,405:INFO:		T: | 23 - 45 | representative vector: 0 23
2022-03-25 12:04:24,405:INFO:		result: KO
2022-03-25 12:04:24,405:INFO:		- e: 46 in range(24, 66) -
2022-03-25 12:04:24,405:INFO:		e: 46 representative vector: 0 0
2022-03-25 12:04:24,405:INFO:		T: | 23 - 46 | representative vector: 0 23
2022-03-25 12:04:24,406:INFO:		result: KO
2022-03-25 12:04:24,406:INFO:		- e: 47 in range(24, 66) -
2022-03-25 12:04:24,406:INFO:		e: 47 representative vector: 0 0
2022-03-25 12:04:24,406:INFO:		T: | 23 - 47 | representative vector: 0 23
2022-03-25 12:04:24,406:INFO:		result: KO
2022-03-25 12:04:24,406:INFO:		- e: 48 in range(24, 66) -
2022-03-25 12:04:24,406:INFO:		e: 48 representative vector: 0 0
2022-03-25 12:04:24,406:INFO:		T: | 23 - 48 | representative vector: 0 23
2022-03-25 12:04:24,407:INFO:		result: KO
2022-03-25 12:04:24,407:INFO:		- e: 49 in range(24, 66) -
2022-03-25 12:04:24,407:INFO:		e: 49 representative vector: 0 0
2022-03-25 12:04:24,407:INFO:		T: | 23 - 49 | representative vector: 0 23
2022-03-25 12:04:24,407:INFO:		result: KO
2022-03-25 12:04:24,407:INFO:		- e: 50 in range(24, 66) -
2022-03-25 12:04:24,407:INFO:		e: 50 representative vector: 0 0
2022-03-25 12:04:24,407:INFO:		T: | 23 - 50 | representative vector: 0 23
2022-03-25 12:04:24,408:INFO:		result: KO
2022-03-25 12:04:24,408:INFO:		- e: 51 in range(24, 66) -
2022-03-25 12:04:24,408:INFO:		e: 51 representative vector: 0 0
2022-03-25 12:04:24,408:INFO:		T: | 23 - 51 | representative vector: 0 23
2022-03-25 12:04:24,408:INFO:		result: KO
2022-03-25 12:04:24,408:INFO:		- e: 52 in range(24, 66) -
2022-03-25 12:04:24,408:INFO:		e: 52 representative vector: 0 0
2022-03-25 12:04:24,408:INFO:		T: | 23 - 52 | representative vector: 0 23
2022-03-25 12:04:24,408:INFO:		result: KO
2022-03-25 12:04:24,409:INFO:		- e: 53 in range(24, 66) -
2022-03-25 12:04:24,409:INFO:		e: 53 representative vector: 0 53
2022-03-25 12:04:24,409:INFO:		T: | 23 - 53 | representative vector: 0 -67
2022-03-25 12:04:24,409:INFO:		result: KO
2022-03-25 12:04:24,409:INFO:		- e: 54 in range(24, 66) -
2022-03-25 12:04:24,409:INFO:		e: 54 representative vector: 0 54
2022-03-25 12:04:24,409:INFO:		T: | 23 - 54 | representative vector: 0 -67
2022-03-25 12:04:24,409:INFO:		result: KO
2022-03-25 12:04:24,410:INFO:		- e: 55 in range(24, 66) -
2022-03-25 12:04:24,410:INFO:		e: 55 representative vector: 0 0
2022-03-25 12:04:24,410:INFO:		T: | 23 - 55 | representative vector: 0 23
2022-03-25 12:04:24,410:INFO:		result: KO
2022-03-25 12:04:24,410:INFO:		- e: 56 in range(24, 66) -
2022-03-25 12:04:24,410:INFO:		e: 56 representative vector: 0 0
2022-03-25 12:04:24,410:INFO:		T: | 23 - 56 | representative vector: 0 23
2022-03-25 12:04:24,410:INFO:		result: KO
2022-03-25 12:04:24,410:INFO:		- e: 57 in range(24, 66) -
2022-03-25 12:04:24,411:INFO:		e: 57 representative vector: 0 0
2022-03-25 12:04:24,411:INFO:		T: | 23 - 57 | representative vector: 0 23
2022-03-25 12:04:24,411:INFO:		result: KO
2022-03-25 12:04:24,411:INFO:		- e: 58 in range(24, 66) -
2022-03-25 12:04:24,411:INFO:		e: 58 representative vector: 0 0
2022-03-25 12:04:24,411:INFO:		T: | 23 - 58 | representative vector: 0 23
2022-03-25 12:04:24,411:INFO:		result: KO
2022-03-25 12:04:24,411:INFO:		- e: 59 in range(24, 66) -
2022-03-25 12:04:24,411:INFO:		e: 59 representative vector: 0 0
2022-03-25 12:04:24,412:INFO:		T: | 23 - 59 | representative vector: 0 23
2022-03-25 12:04:24,412:INFO:		result: KO
2022-03-25 12:04:24,412:INFO:		- e: 60 in range(24, 66) -
2022-03-25 12:04:24,412:INFO:		e: 60 representative vector: 0 0
2022-03-25 12:04:24,412:INFO:		T: | 23 - 60 | representative vector: 0 23
2022-03-25 12:04:24,412:INFO:		result: KO
2022-03-25 12:04:24,412:INFO:		- e: 61 in range(24, 66) -
2022-03-25 12:04:24,412:INFO:		e: 61 representative vector: 0 0
2022-03-25 12:04:24,413:INFO:		T: | 23 - 61 | representative vector: 0 23
2022-03-25 12:04:24,413:INFO:		result: KO
2022-03-25 12:04:24,413:INFO:		- e: 62 in range(24, 66) -
2022-03-25 12:04:24,413:INFO:		e: 62 representative vector: 0 0
2022-03-25 12:04:24,413:INFO:		T: | 23 - 62 | representative vector: 0 23
2022-03-25 12:04:24,413:INFO:		result: KO
2022-03-25 12:04:24,413:INFO:		- e: 63 in range(24, 66) -
2022-03-25 12:04:24,413:INFO:		e: 63 representative vector: 0 0
2022-03-25 12:04:24,413:INFO:		T: | 23 - 63 | representative vector: 0 23
2022-03-25 12:04:24,414:INFO:		result: KO
2022-03-25 12:04:24,414:INFO:		- e: 64 in range(24, 66) -
2022-03-25 12:04:24,414:INFO:		e: 64 representative vector: 0 0
2022-03-25 12:04:24,414:INFO:		T: | 23 - 64 | representative vector: 0 23
2022-03-25 12:04:24,414:INFO:		result: KO
2022-03-25 12:04:24,414:INFO:		- e: 65 in range(24, 66) -
2022-03-25 12:04:24,414:INFO:		e: 65 representative vector: 0 65
2022-03-25 12:04:24,415:INFO:		T: | 23 - 65 | representative vector: 0 -67
2022-03-25 12:04:24,415:INFO:		result: KO
2022-03-25 12:04:24,415:INFO:		- e: 66 in range(24, 66) -
2022-03-25 12:04:24,415:INFO:		e: 66 representative vector: 66 66
2022-03-25 12:04:24,415:INFO:		T: | 23 - 66 | representative vector: 66 -67
2022-03-25 12:04:24,415:INFO:		result: KO
2022-03-25 12:04:24,415:INFO:	Queue size: 2
2022-03-25 12:04:24,415:INFO:	delta: | 22 | representative vector: 0 22
2022-03-25 12:04:24,415:INFO:	delta_max: 22
2022-03-25 12:04:24,416:INFO:	delta components: [22], 2683264605721705855
2022-03-25 12:04:24,416:INFO:		- e: 23 in range(23, 66) -
2022-03-25 12:04:24,416:INFO:		e: 23 representative vector: 0 23
2022-03-25 12:04:24,416:INFO:		T: | 22 - 23 | representative vector: 0 -67
2022-03-25 12:04:24,416:INFO:		result: KO
2022-03-25 12:04:24,416:INFO:		- e: 24 in range(23, 66) -
2022-03-25 12:04:24,416:INFO:		e: 24 representative vector: 0 24
2022-03-25 12:04:24,416:INFO:		T: | 22 - 24 | representative vector: 0 -67
2022-03-25 12:04:24,416:INFO:		result: KO
2022-03-25 12:04:24,417:INFO:		- e: 25 in range(23, 66) -
2022-03-25 12:04:24,417:INFO:		e: 25 representative vector: 0 0
2022-03-25 12:04:24,417:INFO:		T: | 22 - 25 | representative vector: 0 22
2022-03-25 12:04:24,417:INFO:		result: KO
2022-03-25 12:04:24,417:INFO:		- e: 26 in range(23, 66) -
2022-03-25 12:04:24,417:INFO:		e: 26 representative vector: 0 0
2022-03-25 12:04:24,417:INFO:		T: | 22 - 26 | representative vector: 0 22
2022-03-25 12:04:24,417:INFO:		result: KO
2022-03-25 12:04:24,418:INFO:		- e: 27 in range(23, 66) -
2022-03-25 12:04:24,418:INFO:		e: 27 representative vector: 0 0
2022-03-25 12:04:24,418:INFO:		T: | 22 - 27 | representative vector: 0 22
2022-03-25 12:04:24,418:INFO:		result: KO
2022-03-25 12:04:24,418:INFO:		- e: 28 in range(23, 66) -
2022-03-25 12:04:24,418:INFO:		e: 28 representative vector: 0 0
2022-03-25 12:04:24,418:INFO:		T: | 22 - 28 | representative vector: 0 22
2022-03-25 12:04:24,418:INFO:		result: KO
2022-03-25 12:04:24,418:INFO:		- e: 29 in range(23, 66) -
2022-03-25 12:04:24,419:INFO:		e: 29 representative vector: 0 0
2022-03-25 12:04:24,419:INFO:		T: | 22 - 29 | representative vector: 0 22
2022-03-25 12:04:24,419:INFO:		result: KO
2022-03-25 12:04:24,419:INFO:		- e: 30 in range(23, 66) -
2022-03-25 12:04:24,419:INFO:		e: 30 representative vector: 0 0
2022-03-25 12:04:24,419:INFO:		T: | 22 - 30 | representative vector: 0 22
2022-03-25 12:04:24,419:INFO:		result: KO
2022-03-25 12:04:24,419:INFO:		- e: 31 in range(23, 66) -
2022-03-25 12:04:24,420:INFO:		e: 31 representative vector: 0 0
2022-03-25 12:04:24,420:INFO:		T: | 22 - 31 | representative vector: 0 22
2022-03-25 12:04:24,420:INFO:		result: KO
2022-03-25 12:04:24,420:INFO:		- e: 32 in range(23, 66) -
2022-03-25 12:04:24,420:INFO:		e: 32 representative vector: 0 0
2022-03-25 12:04:24,420:INFO:		T: | 22 - 32 | representative vector: 0 22
2022-03-25 12:04:24,420:INFO:		result: KO
2022-03-25 12:04:24,420:INFO:		- e: 33 in range(23, 66) -
2022-03-25 12:04:24,420:INFO:		e: 33 representative vector: 0 33
2022-03-25 12:04:24,421:INFO:		T: | 22 - 33 | representative vector: 0 -67
2022-03-25 12:04:24,421:INFO:		result: KO
2022-03-25 12:04:24,421:INFO:		- e: 34 in range(23, 66) -
2022-03-25 12:04:24,421:INFO:		e: 34 representative vector: 0 34
2022-03-25 12:04:24,421:INFO:		T: | 22 - 34 | representative vector: 0 -67
2022-03-25 12:04:24,421:INFO:		result: KO
2022-03-25 12:04:24,421:INFO:		- e: 35 in range(23, 66) -
2022-03-25 12:04:24,421:INFO:		e: 35 representative vector: 0 0
2022-03-25 12:04:24,422:INFO:		T: | 22 - 35 | representative vector: 0 22
2022-03-25 12:04:24,422:INFO:		result: KO
2022-03-25 12:04:24,422:INFO:		- e: 36 in range(23, 66) -
2022-03-25 12:04:24,422:INFO:		e: 36 representative vector: 0 0
2022-03-25 12:04:24,422:INFO:		T: | 22 - 36 | representative vector: 0 22
2022-03-25 12:04:24,422:INFO:		result: KO
2022-03-25 12:04:24,422:INFO:		- e: 37 in range(23, 66) -
2022-03-25 12:04:24,422:INFO:		e: 37 representative vector: 0 0
2022-03-25 12:04:24,422:INFO:		T: | 22 - 37 | representative vector: 0 22
2022-03-25 12:04:24,422:INFO:		result: KO
2022-03-25 12:04:24,422:INFO:		- e: 38 in range(23, 66) -
2022-03-25 12:04:24,422:INFO:		e: 38 representative vector: 0 0
2022-03-25 12:04:24,422:INFO:		T: | 22 - 38 | representative vector: 0 22
2022-03-25 12:04:24,423:INFO:		result: KO
2022-03-25 12:04:24,423:INFO:		- e: 39 in range(23, 66) -
2022-03-25 12:04:24,423:INFO:		e: 39 representative vector: 0 0
2022-03-25 12:04:24,423:INFO:		T: | 22 - 39 | representative vector: 0 22
2022-03-25 12:04:24,423:INFO:		result: KO
2022-03-25 12:04:24,423:INFO:		- e: 40 in range(23, 66) -
2022-03-25 12:04:24,423:INFO:		e: 40 representative vector: 0 0
2022-03-25 12:04:24,423:INFO:		T: | 22 - 40 | representative vector: 0 22
2022-03-25 12:04:24,423:INFO:		result: KO
2022-03-25 12:04:24,423:INFO:		- e: 41 in range(23, 66) -
2022-03-25 12:04:24,423:INFO:		e: 41 representative vector: 0 0
2022-03-25 12:04:24,423:INFO:		T: | 22 - 41 | representative vector: 0 22
2022-03-25 12:04:24,423:INFO:		result: KO
2022-03-25 12:04:24,423:INFO:		- e: 42 in range(23, 66) -
2022-03-25 12:04:24,424:INFO:		e: 42 representative vector: 0 0
2022-03-25 12:04:24,424:INFO:		T: | 22 - 42 | representative vector: 0 22
2022-03-25 12:04:24,424:INFO:		result: KO
2022-03-25 12:04:24,424:INFO:		- e: 43 in range(23, 66) -
2022-03-25 12:04:24,424:INFO:		e: 43 representative vector: 0 0
2022-03-25 12:04:24,424:INFO:		T: | 22 - 43 | representative vector: 0 22
2022-03-25 12:04:24,424:INFO:		result: KO
2022-03-25 12:04:24,424:INFO:		- e: 44 in range(23, 66) -
2022-03-25 12:04:24,424:INFO:		e: 44 representative vector: 0 0
2022-03-25 12:04:24,424:INFO:		T: | 22 - 44 | representative vector: 0 22
2022-03-25 12:04:24,424:INFO:		result: KO
2022-03-25 12:04:24,424:INFO:		- e: 45 in range(23, 66) -
2022-03-25 12:04:24,424:INFO:		e: 45 representative vector: 0 0
2022-03-25 12:04:24,425:INFO:		T: | 22 - 45 | representative vector: 0 22
2022-03-25 12:04:24,425:INFO:		result: KO
2022-03-25 12:04:24,425:INFO:		- e: 46 in range(23, 66) -
2022-03-25 12:04:24,425:INFO:		e: 46 representative vector: 0 0
2022-03-25 12:04:24,425:INFO:		T: | 22 - 46 | representative vector: 0 22
2022-03-25 12:04:24,425:INFO:		result: KO
2022-03-25 12:04:24,425:INFO:		- e: 47 in range(23, 66) -
2022-03-25 12:04:24,425:INFO:		e: 47 representative vector: 0 0
2022-03-25 12:04:24,425:INFO:		T: | 22 - 47 | representative vector: 0 22
2022-03-25 12:04:24,425:INFO:		result: KO
2022-03-25 12:04:24,425:INFO:		- e: 48 in range(23, 66) -
2022-03-25 12:04:24,425:INFO:		e: 48 representative vector: 0 0
2022-03-25 12:04:24,425:INFO:		T: | 22 - 48 | representative vector: 0 22
2022-03-25 12:04:24,425:INFO:		result: KO
2022-03-25 12:04:24,425:INFO:		- e: 49 in range(23, 66) -
2022-03-25 12:04:24,426:INFO:		e: 49 representative vector: 0 0
2022-03-25 12:04:24,426:INFO:		T: | 22 - 49 | representative vector: 0 22
2022-03-25 12:04:24,426:INFO:		result: KO
2022-03-25 12:04:24,426:INFO:		- e: 50 in range(23, 66) -
2022-03-25 12:04:24,426:INFO:		e: 50 representative vector: 0 0
2022-03-25 12:04:24,426:INFO:		T: | 22 - 50 | representative vector: 0 22
2022-03-25 12:04:24,426:INFO:		result: KO
2022-03-25 12:04:24,426:INFO:		- e: 51 in range(23, 66) -
2022-03-25 12:04:24,426:INFO:		e: 51 representative vector: 0 0
2022-03-25 12:04:24,426:INFO:		T: | 22 - 51 | representative vector: 0 22
2022-03-25 12:04:24,426:INFO:		result: KO
2022-03-25 12:04:24,426:INFO:		- e: 52 in range(23, 66) -
2022-03-25 12:04:24,426:INFO:		e: 52 representative vector: 0 0
2022-03-25 12:04:24,426:INFO:		T: | 22 - 52 | representative vector: 0 22
2022-03-25 12:04:24,427:INFO:		result: KO
2022-03-25 12:04:24,427:INFO:		- e: 53 in range(23, 66) -
2022-03-25 12:04:24,427:INFO:		e: 53 representative vector: 0 53
2022-03-25 12:04:24,427:INFO:		T: | 22 - 53 | representative vector: 0 -67
2022-03-25 12:04:24,427:INFO:		result: KO
2022-03-25 12:04:24,427:INFO:		- e: 54 in range(23, 66) -
2022-03-25 12:04:24,427:INFO:		e: 54 representative vector: 0 54
2022-03-25 12:04:24,427:INFO:		T: | 22 - 54 | representative vector: 0 -67
2022-03-25 12:04:24,427:INFO:		result: KO
2022-03-25 12:04:24,427:INFO:		- e: 55 in range(23, 66) -
2022-03-25 12:04:24,427:INFO:		e: 55 representative vector: 0 0
2022-03-25 12:04:24,427:INFO:		T: | 22 - 55 | representative vector: 0 22
2022-03-25 12:04:24,427:INFO:		result: KO
2022-03-25 12:04:24,427:INFO:		- e: 56 in range(23, 66) -
2022-03-25 12:04:24,427:INFO:		e: 56 representative vector: 0 0
2022-03-25 12:04:24,428:INFO:		T: | 22 - 56 | representative vector: 0 22
2022-03-25 12:04:24,428:INFO:		result: KO
2022-03-25 12:04:24,428:INFO:		- e: 57 in range(23, 66) -
2022-03-25 12:04:24,428:INFO:		e: 57 representative vector: 0 0
2022-03-25 12:04:24,428:INFO:		T: | 22 - 57 | representative vector: 0 22
2022-03-25 12:04:24,428:INFO:		result: KO
2022-03-25 12:04:24,428:INFO:		- e: 58 in range(23, 66) -
2022-03-25 12:04:24,428:INFO:		e: 58 representative vector: 0 0
2022-03-25 12:04:24,428:INFO:		T: | 22 - 58 | representative vector: 0 22
2022-03-25 12:04:24,428:INFO:		result: KO
2022-03-25 12:04:24,428:INFO:		- e: 59 in range(23, 66) -
2022-03-25 12:04:24,429:INFO:		e: 59 representative vector: 0 0
2022-03-25 12:04:24,429:INFO:		T: | 22 - 59 | representative vector: 0 22
2022-03-25 12:04:24,429:INFO:		result: KO
2022-03-25 12:04:24,429:INFO:		- e: 60 in range(23, 66) -
2022-03-25 12:04:24,429:INFO:		e: 60 representative vector: 0 0
2022-03-25 12:04:24,429:INFO:		T: | 22 - 60 | representative vector: 0 22
2022-03-25 12:04:24,429:INFO:		result: KO
2022-03-25 12:04:24,429:INFO:		- e: 61 in range(23, 66) -
2022-03-25 12:04:24,429:INFO:		e: 61 representative vector: 0 0
2022-03-25 12:04:24,429:INFO:		T: | 22 - 61 | representative vector: 0 22
2022-03-25 12:04:24,429:INFO:		result: KO
2022-03-25 12:04:24,429:INFO:		- e: 62 in range(23, 66) -
2022-03-25 12:04:24,429:INFO:		e: 62 representative vector: 0 0
2022-03-25 12:04:24,429:INFO:		T: | 22 - 62 | representative vector: 0 22
2022-03-25 12:04:24,430:INFO:		result: KO
2022-03-25 12:04:24,430:INFO:		- e: 63 in range(23, 66) -
2022-03-25 12:04:24,430:INFO:		e: 63 representative vector: 0 0
2022-03-25 12:04:24,430:INFO:		T: | 22 - 63 | representative vector: 0 22
2022-03-25 12:04:24,430:INFO:		result: KO
2022-03-25 12:04:24,430:INFO:		- e: 64 in range(23, 66) -
2022-03-25 12:04:24,430:INFO:		e: 64 representative vector: 0 0
2022-03-25 12:04:24,431:INFO:		T: | 22 - 64 | representative vector: 0 22
2022-03-25 12:04:24,431:INFO:		result: KO
2022-03-25 12:04:24,431:INFO:		- e: 65 in range(23, 66) -
2022-03-25 12:04:24,431:INFO:		e: 65 representative vector: 0 65
2022-03-25 12:04:24,431:INFO:		T: | 22 - 65 | representative vector: 0 -67
2022-03-25 12:04:24,431:INFO:		result: KO
2022-03-25 12:04:24,431:INFO:		- e: 66 in range(23, 66) -
2022-03-25 12:04:24,431:INFO:		e: 66 representative vector: 66 66
2022-03-25 12:04:24,431:INFO:		T: | 22 - 66 | representative vector: 66 -67
2022-03-25 12:04:24,431:INFO:		result: KO
2022-03-25 12:04:24,432:INFO:	Queue size: 1
2022-03-25 12:04:24,432:INFO:	delta: | 6 | representative vector: 0 6
2022-03-25 12:04:24,432:INFO:	delta_max: 6
2022-03-25 12:04:24,432:INFO:	delta components: [6], 3114119907849835303
2022-03-25 12:04:24,432:INFO:		- e: 7 in range(7, 66) -
2022-03-25 12:04:24,432:INFO:		e: 7 representative vector: 0 0
2022-03-25 12:04:24,432:INFO:		T: | 6 - 7 | representative vector: 0 6
2022-03-25 12:04:24,432:INFO:		result: KO
2022-03-25 12:04:24,433:INFO:		- e: 8 in range(7, 66) -
2022-03-25 12:04:24,433:INFO:		e: 8 representative vector: 0 0
2022-03-25 12:04:24,433:INFO:		T: | 6 - 8 | representative vector: 0 6
2022-03-25 12:04:24,433:INFO:		result: KO
2022-03-25 12:04:24,450:INFO:		- e: 9 in range(7, 66) -
2022-03-25 12:04:24,450:INFO:		e: 9 representative vector: 0 0
2022-03-25 12:04:24,450:INFO:		T: | 6 - 9 | representative vector: 0 6
2022-03-25 12:04:24,450:INFO:		result: KO
2022-03-25 12:04:24,450:INFO:		- e: 10 in range(7, 66) -
2022-03-25 12:04:24,451:INFO:		e: 10 representative vector: 0 0
2022-03-25 12:04:24,451:INFO:		T: | 6 - 10 | representative vector: 0 6
2022-03-25 12:04:24,451:INFO:		result: KO
2022-03-25 12:04:24,451:INFO:		- e: 11 in range(7, 66) -
2022-03-25 12:04:24,451:INFO:		e: 11 representative vector: 0 0
2022-03-25 12:04:24,451:INFO:		T: | 6 - 11 | representative vector: 0 6
2022-03-25 12:04:24,451:INFO:		result: KO
2022-03-25 12:04:24,452:INFO:		- e: 12 in range(7, 66) -
2022-03-25 12:04:24,452:INFO:		e: 12 representative vector: 0 0
2022-03-25 12:04:24,452:INFO:		T: | 6 - 12 | representative vector: 0 6
2022-03-25 12:04:24,452:INFO:		result: KO
2022-03-25 12:04:24,452:INFO:		- e: 13 in range(7, 66) -
2022-03-25 12:04:24,452:INFO:		e: 13 representative vector: 0 0
2022-03-25 12:04:24,452:INFO:		T: | 6 - 13 | representative vector: 0 6
